"id","shortcode","video_view_count","is_video","video_duration","type","display_url","image_height","image_width","caption","comment_count","comments","title","likes"
"2182175687394656575","B5IpTncpwE_",,false,,"GraphSidecar","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/75208796_2514555298622702_6138485017402516988_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=mfPt-thCZRUAX98FPck&oh=58d502aabb621ea0c8fd5d8cabe4af5c&oe=5EE7B863",1349,1080,"Stop what you’re doing right now and take three deep breaths. Feel better? We thought so.⠀If you want to feel like that more often get into @alexsilverfagan and @brandencollinsworth’s 4-week yoga program in NTC Premium (US Only). Take one more deep breath before you hit that link in bio.⠀#nikeyoga #niketraining #yoga",49,,"",10015
"2180020480128629606","B5A_RORJLtm",58574,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/75079746_2535295179924212_2199521604317771588_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=3aStftd0IjgAX988AlK&oh=9475af7c206a3c7ca86bb730714c9e1f&oe=5E4C15B3",1681,1080,"⠀⠀Imagine winning a national boxing title—in secret. For Somali-British boxer Ramla Ali the secret is out and the fight has just begun. #niketraining #training #boxing",65,,"",7276
"2166258144456761340","B4QGE4YJF_8",45580,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/72880454_159633251802632_4216277443698993286_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=YmkPKxi90uMAX_8kQvB&oh=10ac0cc345390f8b1090c3b6bfd5a619&oe=5E4C042C",1680,1080,"⠀⠀“I don’t like when people just call me a personal trainer. I’m an energy dealer.”⠀Get ready for the 🔥. See what fuels one of our fiercest pros Nike Master Trainer Kirsty Godso—then check out her bodyweight-only excuse-proof program in NTC Premium (U.S. only).",86,,"",6447
"2161157215558630869","B39-QmJJP3V",51008,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/72406072_2521287407959392_2532963272769001886_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=xu7Kgv7V_vwAX-LPygz&oh=1696453f65d1c95747b1c6e25ec434e0&oe=5E4C131E",937,750,"Pancakes to fuel your workout? They’re a thing. And we’ve got the recipe.INGREDIENTS:- ½ cup raw unsalted almonds- ¼ cup coconut flour- 1 tablespoon vanilla protein powder- ½ teaspoon baking powder- ½ cup unsweetened almond milk- 3 eggs room temperature- 1 tablespoon coconut oil for cooking- ½ cup almond or coconut yogurt- ¼ cup berries or fruit of choice- 1 tablespoon granola crushed- 1 tablespoon maple syrup if desiredMETHOD:In the bowl of a food processor blend the raw almonds into a fine powder.In a medium bowl mix together the almonds coconut flour protein powder and baking powder. In a small bowl combine almond milk and eggs then pour into the flour mixture.In a skillet over medium heat scoop pancake mix to your desired size and cook until bubbles appear about 2 minutes then flip. Cook on the other side until cooked through. Remove from heat.Stack the pancakes and top with yogurt fruit and granola. Serve with a bit of maple syrup if desired.",106,,"",6292
"2156777538522078532","B3uab6DJl1E",45644,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/73138936_2512608648834888_8924553039464342938_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=di2PfzMmFeEAX83UAEj&oh=6183e1d5407660f7c9c68d25a036153b&oe=5E4C2C71",937,750,"Lunge like you mean it.Check out these three creative variations on this lower-body strengthener from Nike Master Trainers @kirstygodso and @coachbriannunez. #niketraining #training #lunges1. Lateral Lunge: gets the inner and outer thighs in the mix2. Iso Curtsy Lunge: fires up your core and improves balance3. Forward Lunge with Knee Drive: makes it explosive so you can get your heart rate up",45,,"",4976
"2153156587968499519","B3hjIJDp48_",,false,,"GraphSidecar","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/72615247_423211755001844_1884400487520782239_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=d8UtNOSe_u0AX_5EMiN&oh=04c69c5bf6a829df5a350e0f8ccade22&oe=5E4C223A",937,750,"Go. All. Out.This body-weight finisher from Nike Master Trainer @ochosystem helps you squeeze every last ounce from your workout. #niketraining #trainingTHE WORKOUT:Do at least 1 round10 squat jumps10 side-shuffle up-downs40 mountain climbers20 sprinter sit-ups",112,,"",16250
"2149531709256210740","B3Uq7Nrp5k0",24806,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/70706940_168070974305304_2191889393410706177_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=HXsviEkR3J4AX9IqG9S&oh=a39bb185ec37823bc45e2c73021f7841&oe=5E4C5CF6",1679,1080,"⠀⠀Mental focus. Physical strength. It’s the combination of the two that helped CrossFitter Willy Georges become the fittest man in France.",33,,"",4165
"2148080151171456375","B3Pg4Q3pF13",36511,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/70278141_207598316902325_5963900674888654992_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=4z8blDoqtMkAX_4ip6Y&oh=45553c4dd0690f7a7bb3eab8286d0b4b&oe=5E4C0EBB",937,750,"Brb. Having a pre-workout moment with this protein-packed Chai Almond Butter Toast 😍INGREDIENTSFor the Chai Almond Butter:- 2 1/2 cups of almonds- 2 scoops of vanilla protein powder- 1 teaspoon chia seeds- 1 teaspoon hemp seeds- 1/2 teaspoon cinnamon- 1 teaspoon ginger minced- 1 teaspoon almond milkFor assembly:- 2 slices sprouted nut and grain bread such as Ezekiel- 4 tablespoons Chai Almond Butter- 1 plum sliced- 1/4 cup raspberries- 1/4 cup dried coconut flakes- Pinch chia seeds- Pinch hemp seedsMETHODFor the Chai Almond Butter:Preheat the oven to 350 degrees. Roast the almonds for about 10 minutes. Let cool and pour into the bowl of a food processor along with the protein powder chia seeds hemp seeds cinnamon ginger and almond milk. Store in the refrigerator for up to 1 week.For assembly:Lightly toast the bread and top with Chai Almond Butter sliced plums raspberries coconut flakes chia and hemp seeds.",35,,"",4183
"2147445558462483822","B3NQluWpY1u",45820,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/70406085_411446249514985_862978531876008444_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=bs1l4DrYuyYAX_G_zdI&oh=7c5c96aa1f93242e076d285412f2b4ea&oe=5E4BF8BA",937,750,"Four fresh ways to do a dumbbell row comin’ at you from Nike Master Trainers @kirstygodso and @24lifedc 💪1. Bent-Over Row - Strengthens your upper-and mid-back muscles2. Bent-Over Iso Hold with Row - Maxes out muscles by upping time under tension3. Reverse-Grip Row - Gets your shoulders and biceps in the mix4. Bent-Over Alternating Row - Builds strength on each side equally",60,,"",4817
"2143007413306174112","B29feNlJKqg",,false,,"GraphImage","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/70771764_367671620802721_5455250626561533060_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ItAD-XJFaaQAX-vt-Bk&oh=3c21a72cfd48d2cb01f2a792f160c6e3&oe=5F00CF6C",1350,1080,"Work those angles and stay strong 💪 all season with the new Nike Yoga Collection — designed to help you move freely all the way to Savasana. #nikeyoga #niketraining #yoga",78,,"",22524
"2142282918148703350","B266va4pAR2",48606,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/69741094_150018442885482_2488446468911776777_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=1l_4ckDYLqsAX93W5jE&oh=52b50d9b97e1690c7f57c963f3b23589&oe=5E4C5E42",937,750,"Looking to level up your pull-up? Make this show-off move even more impressive with Nike Master Trainer @florbeckmann and @coachbriannunez’s variations.1. Pull-Up: builds lean muscle in your shoulders arms chest back and abs2. Cliffhanger Pull-Up: develops strength on each side equally3. Iso Chin-Up with Knee Raises: Works your biceps and abs hard",66,,"",5927
"2138659750301472035","B2uC7Y4JRUj",58931,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/71180929_156601628761993_7604786234820251105_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Nh1zchI0W_8AX8TShhb&oh=a9724243c77c157ec1fe4a6d547dc4ef&oe=5E4C00EA",937,750,"Make this Pineapple Coconut Smoothie 🍍🥥 to help replenish electrolytes and reduce inflammation after a long workout.INGREDIENTS:½ banana frozen½ cup pineapple chopped¾ cup coconut water¼ cup coconut milk1½ cups spinach1 tablespoon mintMETHOD:Blend all ingredients to desired consistency. Garnish and serve with a reusable straw.",102,,"",8725
"2137935992502873152","B2reXU5p-xA",,false,,"GraphSidecar","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/71279658_129161381785759_5577939259545471684_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=IZlUehye-lkAX-ZJD7c&oh=d18f5e76638cbba904bb5d8efaf5c2cc&oe=5E4BF55D",937,750,"Grab a set of dumbbells and max out your muscles 💪 with this awesome finisher from Nike Master Trainer Joe Holder. @ochosystemTHE WORKOUT:Do 1-3 rounds10 floor presses10 alternating plank rows10 alternating reverse lunges10 runner’s deadlifts per side10 thrusters",84,,"",15113
"2136481735719065640","B2mTtGupRgo",42379,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/70153946_3007144385979152_965923012953512507_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=q1cOog2O1voAX-dQ4ic&oh=7f85c9b93eae5ee1f594dcd5a750dfc1&oe=5E4BF37F",1680,1080,"⠀⠀Elite athlete and professional footballer @mariogotze is always looking for new ways to find an edge on his opponents. To do that he’s learned he has to be as serious about his recovery as he is about his physical training. #niketraining #football #training",40,,"",7120
"2134308946241283034","B2elq21pmPa",47264,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/69982435_122909922070616_8800641242054878388_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ozGpw8BECJUAX_MLUeY&oh=d9f1ab60f7b9f61b1eda00ecf8e94b13&oe=5E4BE0FE",1680,1080,"⠀⠀Choosing the hard road. Embracing the obstacles. Olympic track athlete Colleen Quigley knows that victory in the end will be that much sweeter. #niketraining #nikerunning",38,,"",7464
"2132861109510964664","B2ZceDzpYW4",40527,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/71040918_907902616252829_2201061463807791473_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=dsGnNL_q6YEAX_pMsqB&oh=f142f7e04c0df59eef044bb43203da62&oe=5E4C7660",937,750,"This Shrimp and Bok Choy Stir Fry 🍤🥬 covers every base after a workout with protein greens complex carbs and healthy fats.INGREDIENTS:-1 tablespoon coconut oil-1 teaspoon ginger minced -1 clove garlic sliced-¼-½ pound shrimp peeled and deveined-1 tablespoon liquid aminos-1 teaspoon rice vinegar-1 teaspoon raw honey-4-6 heads baby bok choy trimmed-⅓ cup sprouted quinoa rinsed-⅔ cups coconut milk-Pinch sea salt-1 tablespoon toasted unsweetened coconut flakesMETHOD:Heat quinoa coconut milk and sea salt in a pot over medium heat until mixture comes to a boil. Lower heat and cook for about 15 minutes until liquid is absorbed. While quinoa is cooking bring coconut oil to a simmer in a skillet over medium heat. Add ginger and garlic cooking for one minute. Add shrimp and cook for one minute on each side. Add liquid aminos rice vinegar and honey then toss. When the sauce begins to bubble add bok choy and cook for one minute. Remove from heat. For assembly add quinoa to a bowl and top with shrimp and bok choy. Sprinkle with coconut flakes and serve.",37,,"",5798
"2132157702466773971","B2W8iI8pSPT",40631,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/69120553_730746244037826_1430512226519540723_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=zHhGenzB94cAX-1VHwE&oh=58a0e689d3958e07070aa4cf3adce2f6&oe=5E4C61A4",937,750,"“I train for life. I have no idea what life is going to throw at me so I want to be ready for it.” – Joseph⠀Life is unpredictable but making the decision to better yourself every day isn't. Tag someone who might need a little extra motivation today.⠀#niketrainingclub #niketraining #training",34,,"",5824
"2131413427600858166","B2UTTg9pZw2",26179,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/70950586_375313399806653_5960112551256703925_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=CCG9o018WaUAX9cgU2c&oh=498d46f07f2c9126d83be9d5eb701181&oe=5E4C79B9",1166,750,"⠀⠀“Be deliberate. Know what you’re searching for know what you’re trying to do then do your best to make sure you’re successful.” — Joe Holder",60,,"",6254
"2127804083173008992","B2HeopBJyZg",,false,,"GraphSidecar","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/68689483_934752080197286_5180299853698843002_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=FqSpXBbMuacAX_iBbIB&oh=1134047422b989ad9db3ee20acdaaaf5&oe=5E4C75BE",937,750,"Need a quick 3 minute finisher? We got you. Wrap up your next workout with Nike Master Trainer @patrickfrost2’s Push Chipper.THE WORKOUTIn 3 minutes do:10 Triceps Push-Ups and 10 Thrusters8 Triceps Push-Ups and 8 Thrusters6 Triceps Push-Ups and 6 Thrusters4 Triceps Push-Ups and 4 Thrusters2 Triceps Push-Ups and 2 ThrustersIf you finish in less than 3 minutes do a Hollow Body Hold until time is up",87,,"",16183
"2117646902314180767","B1jZKNMJKCf",,false,,"GraphSidecar","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/69352248_494719391343361_7990967280547540026_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=xJCDLmfCFHIAX8wSs7Y&oh=eb39706fa84ba921b2d5e8fe3b4d657a&oe=5E4C01FB",937,750,"Make this Watermelon Smoothie 🍉 your go-to workout recovery snack.Watermelon SmoothieINGREDIENTS:- 1 cup watermelon chopped- 2/3 cup cauliflower frozen- 1/4 cup mango chopped- 2 tablespoons lime juice- 3/4 cup nut milk- 1 teaspoon hemp seeds plus more for garnish- 1 teaspoon bee pollen plus more garnishMETHOD:Blend the ingredients to desired consistency.",151,,"",14626
"2115465852489798345","B1bpPwQH5LJ",74880,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/69774631_105165734086902_5547045497068782156_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=borfxvs-1roAX8zs7H9&oh=dd4da5b52664fefec041fdd3f7431775&oe=5E4C76A2",937,750,"“When I’m working out I go into a zone. My body is strong — I’m in complete control.” -Audrey⠀We’re highlighting everyday people who train to explore the why the where and the how. We all have our reasons — why do you train?⠀#niketraining #niketrainingclub #training",92,,"",8110
"2114738808957121586","B1ZD74MnzQy",62903,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/67981746_651151965369698_6522874375739193716_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=zBOMQm7oakkAX8a5ofV&oh=a6989292cbf82f750be3fb77fa6fd414&oe=5E4BD3FE",1680,1080,"⠀⠀Since winning the U.S. Open @sloanestephens is no longer the underdog. That just means she works harder than ever. #niketraining #tennis",55,,"",10228
"2106826379753402377","B08824Qn7AJ",19853,true,,"GraphVideo","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/67114181_665963327244847_513692373508647458_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=qj82xLkc6hgAX8oSuGr&oh=54e487d818e77cf9ca5277fcf1116020&oe=5E4C0C8B",750,750,"“After a training session I feel on top of the world.” Tarek trains to bring his best for whatever the day presents. Why do you train?⠀Come workout with us in NTC 💪. Link in bio. ⠀⠀#niketraining #niketrainingclub #training",32,,"",3210
"2103316844493742670","B0we4a2JSJO",,false,,"GraphImage","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/66189200_1708049372672202_8221090613516560681_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=nNjrFWlWwLEAX-qIdrS&oh=4cb9d5baeda8e0cd919efcbcbf18fc0f&oe=5EC07A09",1350,1080,"🐐 #HWPO #justdoit",141,,"",22432
"2103184134324475444","B0wAtO3pdY0",,false,,"GraphSidecar","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/66303962_461563001057608_6049164045861331053_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=udYcRPitOnwAX8Wr9IH&oh=aac7aef9e2d059eb98f465f383865c28&oe=5E4C150F",937,750,"Day 4. Time to show the world how bad you want it. #justdoit",83,,"",18178
"2101257853597034891","B0pKuKJJqmL",,false,,"GraphImage","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/66658997_159236805216112_2342969185850745774_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=d2WSLBn2sYwAX8jnzAw&oh=85c53c461209cce5f58d1ab89087a55b&oe=5EF8CB9C",1350,1080,"Just another day at the office. ⠀⠀#HWPO #justdoit",55,,"",13135
